attendance_percentage,avg_unit_marks,sir_term_test_avg,school_term_test_avg,homework_completion_rate,behavior_score,final_grade
67.84,37.51,61.4,64.78,64.74,97.11,S
37.71,87.4,75.82,68.05,10.0,94.26,C
59.6,54.85,56.59,66.96,82.79,88.39,C
87.24,70.06,68.32,34.0,54.98,88.43,C
87.56,79.48,49.71,78.03,46.78,91.16,B
71.09,98.68,29.57,96.79,62.77,69.31,B
77.92,51.06,58.55,41.77,55.98,82.3,S
61.48,49.64,32.54,46.91,96.23,62.31,S
64.03,68.88,52.58,100.0,66.75,80.03,B
89.16,83.49,64.67,54.46,100.0,73.5,B
68.37,52.08,25.46,76.08,23.04,74.91,S
71.93,100.0,23.37,38.18,67.28,72.04,C
66.76,63.38,34.81,65.86,23.57,74.61,S
65.99,85.33,95.11,50.72,97.81,70.26,B
60.51,99.92,70.42,58.1,83.74,79.11,B
73.96,38.47,54.59,71.71,67.54,88.53,C
80.75,47.44,33.62,54.54,59.52,80.04,S
64.23,52.69,81.06,61.26,55.95,75.26,C
95.68,70.88,71.86,41.45,90.53,100.0,B
63.13,41.36,63.51,77.26,68.17,59.2,C
73.37,76.96,51.86,71.36,93.29,78.6,B
74.58,81.59,42.88,37.0,64.67,67.62,S
62.95,100.0,100.0,50.22,71.83,72.18,B
91.61,91.11,24.45,68.47,43.86,100.0,C
81.6,48.53,55.17,51.64,80.5,90.63,C
57.78,100.0,92.11,38.74,71.46,100.0,B
93.49,58.27,76.29,100.0,72.1,65.51,B
77.59,69.93,49.51,67.72,44.91,65.02,C
86.37,29.9,78.06,20.0,35.37,67.52,W
79.3,91.51,61.15,52.58,81.59,61.94,B
77.09,41.01,61.65,55.14,53.91,77.48,S
77.38,88.51,27.89,56.33,54.79,88.05,C
86.31,75.16,45.92,77.48,39.4,48.97,C
55.86,64.33,73.5,20.0,96.45,76.97,S
51.48,67.02,81.85,71.19,91.98,54.51,B
68.79,46.51,94.35,72.07,100.0,67.99,B
64.13,62.14,87.57,49.95,72.49,76.45,C
75.59,51.95,57.25,54.04,69.85,89.15,C
100.0,48.19,52.16,39.85,73.74,66.92,S
78.6,87.07,20.0,68.82,60.8,81.91,C
61.55,88.93,78.27,70.5,85.86,63.82,B
65.71,80.05,44.65,89.8,63.53,82.53,B
100.0,50.88,61.38,81.19,89.03,70.08,B
67.25,60.34,88.96,51.86,71.56,68.6,C
85.58,68.11,39.93,36.69,30.03,62.53,S
86.91,91.48,73.71,70.2,67.47,86.62,B
79.29,100.0,58.03,87.55,87.48,86.03,A
44.83,83.58,57.45,48.23,40.34,74.92,S
75.5,38.94,30.53,68.71,87.43,77.85,S
92.26,63.27,58.91,37.83,38.8,100.0,S
91.97,37.15,63.12,55.8,64.52,68.86,S
80.72,81.36,68.05,55.35,66.86,89.05,B
81.95,66.45,59.28,65.6,60.63,87.32,C
58.86,56.77,72.22,33.08,38.54,75.95,S
49.55,39.02,75.13,53.49,95.71,56.93,S
73.59,72.99,36.59,80.7,80.21,50.86,C
74.43,72.72,48.2,25.44,75.57,100.0,S
69.2,96.38,44.95,62.74,85.43,74.87,B
70.53,79.52,97.83,64.61,59.68,72.15,B
100.0,67.7,48.11,32.81,33.48,80.45,S
84.82,57.07,59.7,32.25,72.66,82.22,S
66.97,98.81,43.26,64.24,86.97,73.84,B
72.17,36.42,87.15,54.26,80.75,85.09,C
65.58,61.05,86.69,33.42,100.0,63.83,C
57.31,67.65,100.0,20.0,67.18,82.14,C
75.5,72.64,45.64,44.81,67.03,58.05,S
74.33,57.23,50.6,65.05,33.59,71.56,S
100.0,43.28,85.71,59.2,57.94,55.19,C
77.1,94.07,52.22,56.22,90.21,80.11,B
51.42,66.98,90.24,57.19,15.17,80.82,C
72.02,28.42,26.42,79.45,55.35,61.39,S
74.47,52.12,62.0,53.54,46.0,67.33,S
81.64,65.84,58.36,100.0,84.62,87.79,B
72.51,69.4,51.38,75.11,67.79,78.34,C
77.41,64.64,100.0,43.33,56.49,85.41,C
66.07,59.17,38.27,68.81,80.09,70.27,C
85.72,27.84,45.86,54.26,46.55,48.77,W
70.38,78.88,85.64,45.96,84.66,84.55,B
93.28,58.0,24.03,59.54,49.72,64.15,S
70.48,58.22,62.83,73.47,62.65,80.94,C
75.22,83.71,56.23,56.26,62.51,72.57,C
63.25,47.35,75.52,34.17,63.62,90.23,S
69.71,81.57,48.18,34.87,38.1,94.69,S
57.95,79.94,40.0,86.98,100.0,49.7,B
58.73,80.46,70.26,75.09,58.52,100.0,B
76.77,40.66,54.94,31.52,100.0,65.1,S
82.39,55.59,47.69,20.0,81.96,94.49,S
61.26,34.1,76.07,21.78,94.39,61.43,S
58.45,69.97,39.24,42.44,77.08,38.56,S
99.64,65.87,34.14,35.62,89.83,84.02,C
95.8,51.35,65.93,67.38,83.91,91.91,B
64.24,62.72,47.8,56.84,83.97,50.19,S
91.64,42.22,53.85,85.37,76.56,80.09,C
57.29,44.12,78.83,45.04,60.1,89.46,S
59.25,70.38,60.86,57.94,59.63,66.3,C
58.82,74.65,46.64,79.31,65.51,59.12,C
71.43,56.78,80.18,49.88,64.48,96.17,C
82.62,98.25,85.18,38.48,89.8,97.88,B
97.99,84.76,79.35,51.34,53.25,69.72,B
50.03,91.86,54.33,86.41,45.37,91.24,B
67.58,39.31,92.54,82.36,74.24,75.51,B
81.59,68.89,44.15,48.93,100.0,100.0,C
98.44,74.56,53.25,40.44,55.35,66.7,C
100.0,100.0,74.93,36.87,87.86,71.42,B
42.7,70.74,43.16,40.22,64.99,67.53,S
74.49,63.35,22.48,91.45,50.33,60.71,C
70.07,62.83,89.18,63.93,81.33,79.12,B
78.47,71.19,21.35,52.5,93.25,100.0,C
56.94,73.46,48.58,100.0,42.92,84.37,B
53.89,58.63,59.31,81.53,48.46,84.95,C
75.28,70.46,79.17,29.78,86.21,66.47,C
91.44,71.69,55.81,45.02,86.47,93.91,C
67.01,42.34,73.88,26.13,43.89,59.06,W
68.77,38.27,21.22,33.02,82.85,55.93,W
69.9,100.0,59.02,65.54,51.08,100.0,B
66.88,60.44,86.34,54.0,70.96,70.77,C
70.88,72.41,71.06,43.85,54.68,65.86,C
53.98,33.19,65.94,78.65,87.42,39.27,S
71.32,42.96,62.87,48.81,81.84,74.71,S
46.56,45.66,60.12,59.98,41.89,51.95,S
75.84,36.93,26.63,48.21,60.23,61.82,W
64.44,65.28,45.6,59.56,62.39,77.51,C
88.17,81.78,85.76,76.44,74.77,68.5,A
69.18,47.44,60.09,73.34,55.49,74.44,C
64.84,69.19,49.01,41.73,56.4,82.55,S
73.55,56.43,65.23,48.88,92.53,60.39,C
72.2,36.9,53.06,21.05,84.93,86.5,W
86.76,65.58,42.4,40.39,100.0,96.54,C
76.84,54.69,87.37,42.72,74.58,95.28,C
62.45,81.58,70.41,57.13,50.13,64.13,C
79.34,36.53,62.61,69.9,89.7,54.02,C
94.74,98.91,68.2,35.16,63.44,74.29,B
79.06,65.44,65.62,56.0,75.3,68.09,C
69.93,53.48,98.35,90.21,81.11,94.88,B
86.98,68.63,29.89,52.23,63.3,58.0,S
52.71,74.85,66.49,32.32,55.08,92.42,S
61.83,68.42,56.2,69.14,52.88,76.35,C
77.53,69.6,61.58,65.58,100.0,100.0,B
65.41,20.0,71.91,62.1,91.22,79.27,S
75.88,87.58,85.38,27.5,53.67,73.42,C
76.48,60.48,68.68,79.91,100.0,83.68,B
62.21,62.05,58.49,69.32,77.76,100.0,C
68.08,72.7,100.0,45.13,72.9,60.83,C
76.23,49.4,80.94,61.24,51.29,87.61,C
77.69,84.06,37.05,66.11,85.47,68.65,C
56.11,64.17,84.56,82.77,61.43,55.75,B
68.53,55.63,68.93,55.69,54.93,91.56,C
77.11,73.71,25.5,20.0,41.25,67.79,W
83.65,20.0,91.86,61.75,97.21,61.71,C
82.56,66.7,76.35,52.86,79.46,91.53,B
65.23,69.84,22.24,73.46,100.0,56.33,C
73.63,82.61,60.63,61.63,62.18,68.58,C
73.7,65.83,36.37,56.55,100.0,68.71,C
56.44,61.97,45.71,28.56,72.78,64.35,S
65.63,68.07,29.34,20.0,83.42,46.04,W
60.35,29.0,50.28,67.42,72.25,100.0,S
91.3,46.38,36.06,100.0,91.25,83.84,B
76.12,70.47,30.36,61.45,71.42,61.44,C
66.92,95.3,57.5,100.0,35.19,67.17,B
51.79,40.81,43.44,64.94,75.34,64.81,S
41.58,94.55,54.28,33.44,75.5,78.07,C
70.16,67.97,36.9,74.72,50.06,65.92,C
84.73,89.08,91.72,81.23,63.52,51.88,A
96.08,92.41,46.56,78.27,63.36,97.52,B
67.28,100.0,75.72,97.55,60.72,81.08,A
60.46,81.88,77.98,100.0,79.64,85.86,A
67.94,75.83,52.4,60.55,73.49,69.72,C
75.94,57.49,52.41,81.69,73.51,80.21,C
53.14,73.47,70.61,49.24,100.0,40.66,C
86.77,79.26,70.83,61.88,81.01,88.02,B
64.11,70.98,56.33,33.94,84.34,66.53,S
52.53,54.22,44.02,80.63,73.06,95.74,C
65.0,82.48,100.0,65.83,87.23,85.4,B
53.67,76.72,66.13,52.29,52.32,85.41,C
60.41,100.0,62.28,31.09,59.72,70.83,C
100.0,47.31,57.68,46.17,79.99,67.17,C
57.91,61.09,54.01,44.97,59.22,92.77,S
70.2,42.32,50.76,59.2,43.27,99.39,S
88.01,93.6,67.84,20.0,100.0,62.05,C
63.27,68.13,87.56,81.17,88.13,70.32,B
70.09,71.92,57.4,77.56,86.6,83.87,B
37.11,67.56,57.82,61.7,54.91,55.13,S
81.95,57.87,71.49,43.24,98.32,90.02,C
79.45,60.73,77.05,66.64,74.77,90.64,B
96.4,39.95,38.99,40.83,39.95,74.06,S
84.0,64.57,49.32,82.78,72.81,80.14,B
92.31,62.54,100.0,48.15,100.0,60.38,B
82.76,52.15,82.39,47.48,75.82,65.24,C
89.06,51.88,93.67,36.09,43.09,89.27,C
66.13,64.86,53.56,29.12,68.46,93.97,S
90.05,69.64,82.25,34.69,63.49,80.94,C
73.04,60.06,35.99,20.0,86.36,78.65,S
88.53,56.26,45.74,58.14,87.08,71.53,C
87.03,44.87,56.77,56.46,94.53,78.11,C
100.0,38.05,62.6,61.95,82.4,62.8,C
100.0,65.26,38.26,57.65,63.74,100.0,C
90.75,65.99,57.76,78.92,89.98,31.33,B
84.64,65.56,33.78,77.36,100.0,83.35,C
91.51,100.0,43.39,20.0,83.14,71.29,C
54.39,63.44,74.55,54.72,54.26,71.65,C
74.71,26.41,57.14,28.42,83.18,51.58,W
90.19,56.82,49.14,64.48,52.68,79.18,C
64.02,53.87,68.11,32.95,44.71,78.72,S
74.6,68.37,66.55,59.26,82.16,76.46,C
44.89,30.04,98.56,58.0,89.0,69.81,C
74.13,55.93,100.0,63.57,59.3,50.23,C
100.0,61.73,74.88,76.83,60.74,85.09,B
65.94,45.19,83.29,54.52,80.37,81.16,C
84.57,33.87,48.29,50.86,53.37,81.44,S
92.8,91.9,53.22,64.42,78.91,84.32,B
61.83,100.0,78.53,78.96,94.07,83.01,A
59.59,62.22,26.98,67.13,66.62,74.39,S
93.06,55.86,54.96,58.48,33.2,71.01,C
37.71,53.29,77.1,67.84,58.1,75.61,C
58.88,64.95,100.0,98.61,71.05,77.4,A
60.31,48.96,67.24,46.45,88.08,98.55,C
79.99,67.03,26.38,74.45,47.13,68.73,C
89.39,85.6,50.67,49.0,56.01,57.03,C
65.48,32.74,73.66,66.68,81.21,60.68,C
57.07,66.07,61.28,54.76,64.21,100.0,C
81.39,100.0,85.38,95.47,48.51,83.9,A
68.52,31.73,89.92,51.54,48.9,68.78,S
63.06,51.13,55.57,96.08,56.67,99.89,C
87.73,72.93,74.96,58.3,95.72,83.5,B
50.03,70.93,75.68,51.64,72.53,65.81,C
54.34,33.99,29.26,72.72,20.19,65.0,W
63.52,59.36,22.87,66.89,44.54,91.99,S
65.67,63.09,60.08,63.37,70.74,68.59,C
80.15,74.32,44.7,67.38,93.83,85.59,B
88.99,68.44,41.28,40.19,76.4,89.14,C
100.0,84.64,36.59,41.12,100.0,71.78,C
75.71,45.79,91.3,69.01,54.51,60.09,C
79.61,65.88,76.64,70.03,64.71,66.84,B
72.6,53.99,57.4,58.36,52.04,84.46,S
69.44,48.16,52.97,63.33,71.66,81.33,C
88.48,91.1,65.71,34.47,64.62,59.94,C
100.0,100.0,73.01,76.89,75.02,80.49,A
51.04,63.52,42.38,64.19,68.81,100.0,S
88.75,70.69,54.66,94.87,69.4,79.98,B
75.63,56.92,60.73,20.0,39.05,80.24,S
98.52,71.96,45.59,26.26,85.69,66.49,C
84.65,72.8,69.57,58.74,77.67,73.21,B
65.47,45.73,20.0,54.02,100.0,85.95,S
78.42,50.32,79.95,55.38,100.0,60.28,C
63.75,48.05,30.36,37.39,72.06,64.32,W
30.0,86.49,26.32,70.96,70.62,100.0,C
89.95,54.91,45.96,91.06,40.48,77.86,C
73.03,58.14,67.07,62.17,79.15,77.08,C
81.27,66.87,46.81,58.09,55.71,63.29,C
69.96,62.61,60.7,78.16,60.03,77.95,C
76.77,52.83,61.47,80.06,73.73,78.4,C
64.42,100.0,47.03,21.31,87.2,73.28,C
70.45,54.09,97.43,65.8,81.0,77.44,B
79.05,92.97,54.98,25.95,87.36,82.45,C
76.62,74.42,52.59,58.46,67.37,66.13,C
92.84,36.75,100.0,77.3,34.44,71.64,C
72.47,72.84,40.21,58.7,67.58,63.94,C
61.85,83.38,26.07,68.51,85.95,71.72,C
75.79,88.27,45.9,44.76,60.09,92.48,C
94.38,37.08,80.12,76.02,100.0,80.78,B
74.34,87.9,73.98,100.0,89.17,77.3,A
57.39,53.38,31.28,53.27,88.52,74.94,S
90.33,71.75,51.94,59.93,79.44,77.09,C
77.26,49.62,51.34,100.0,94.57,52.89,B
39.5,66.52,77.87,46.56,90.43,75.89,C
72.55,80.12,49.36,51.69,83.4,74.53,C
100.0,78.88,72.58,56.91,87.5,70.16,B
79.24,46.67,80.79,64.39,100.0,100.0,B
86.45,66.37,41.08,77.9,74.21,83.07,C
100.0,48.51,41.51,52.8,86.42,83.32,C
61.56,80.13,35.98,39.57,67.69,66.7,S
88.35,70.73,95.31,52.56,67.56,93.16,B
73.64,94.88,70.82,20.0,93.55,88.69,C
89.27,26.78,46.74,45.05,53.18,100.0,S
74.82,64.27,71.04,70.52,10.0,65.3,C
53.81,73.01,54.22,58.34,28.43,70.35,S
91.73,93.19,74.38,28.62,95.19,85.86,B
73.24,24.5,79.07,44.97,76.92,76.03,S
98.08,62.49,59.7,92.73,56.84,87.21,B
72.02,44.95,60.02,73.22,97.07,97.12,C
70.58,45.26,53.63,32.01,65.65,69.88,S
85.91,20.88,45.33,42.04,93.74,58.29,W
78.4,62.44,80.86,71.11,72.42,66.68,B
47.21,69.94,70.61,23.35,45.33,78.78,S
80.09,45.19,48.52,20.0,97.55,55.5,S
83.13,64.3,85.79,40.57,71.23,49.52,C
45.92,76.93,24.3,52.98,90.23,86.2,S
65.03,33.23,70.19,87.53,56.76,62.95,C
67.13,76.43,84.57,30.73,40.03,100.0,C
72.34,70.06,46.16,68.78,89.2,79.5,C
100.0,58.47,54.74,63.09,79.3,78.42,C
55.73,71.25,52.52,45.22,70.65,60.58,S
57.97,20.0,94.94,70.23,67.66,64.99,C
31.86,50.43,74.32,78.73,82.85,77.38,C
94.56,58.43,81.7,49.54,52.38,59.91,C
59.03,78.18,45.15,35.27,84.27,79.92,S
89.44,75.25,44.94,59.67,72.5,61.21,C
58.43,51.39,100.0,48.92,94.66,67.97,C
88.33,83.05,79.05,66.53,97.55,80.68,A
100.0,32.6,66.97,64.23,51.27,83.69,C
52.65,51.92,20.02,92.29,65.37,100.0,S
87.04,73.96,48.28,34.98,80.46,73.93,C
54.91,34.66,40.83,98.06,100.0,78.07,C
77.23,58.27,41.31,88.25,100.0,61.6,C
73.76,56.0,51.6,84.09,43.76,82.0,C
85.92,62.16,77.86,61.25,94.34,52.17,B
69.77,63.56,20.0,34.11,53.73,89.22,W
64.4,48.64,76.35,22.41,28.58,69.58,W
53.28,36.81,71.47,77.27,85.78,91.63,C
93.62,22.43,69.01,46.35,55.05,83.41,S
49.05,29.98,72.67,68.73,72.73,61.8,S
86.16,78.61,61.71,32.1,61.5,87.57,C
94.91,58.47,55.01,54.44,75.5,66.28,C
31.59,88.86,95.89,44.53,48.67,72.94,C
72.19,84.91,61.09,40.56,43.63,87.98,C
83.99,86.21,40.64,98.45,35.13,85.64,B
46.36,49.19,91.22,76.29,59.08,67.22,C
76.51,75.28,85.03,47.96,37.76,77.35,C
68.14,38.99,65.95,53.31,76.13,61.58,S
82.3,38.66,43.45,52.66,100.0,86.77,S
91.16,93.34,100.0,58.91,98.41,90.19,A
89.94,100.0,51.61,47.03,76.4,72.26,B
79.78,96.25,50.44,51.3,73.49,71.58,C
46.29,53.4,73.75,89.63,46.91,57.61,C
75.45,23.49,51.1,20.0,97.38,63.46,W
99.79,87.27,47.07,34.42,66.13,73.43,C
80.19,49.47,74.93,63.84,63.19,64.32,C
72.23,48.66,61.17,59.88,75.23,100.0,C
73.01,85.09,64.59,52.76,67.62,74.12,C
79.2,45.81,30.69,72.39,87.96,86.18,C
77.32,80.34,74.27,75.33,52.81,58.55,B
69.17,64.65,55.16,20.0,100.0,70.89,S
77.59,89.89,20.0,46.74,62.26,69.96,S
72.4,93.94,73.47,79.08,70.94,54.01,B
43.8,34.41,67.2,58.7,65.8,69.47,S
100.0,48.54,78.56,58.04,68.78,92.65,C
96.94,60.21,75.98,66.01,70.15,78.06,B
64.68,58.88,48.39,77.83,68.1,55.53,C
64.15,20.0,50.11,58.83,67.28,100.0,S
83.62,75.61,27.13,49.98,60.27,63.21,S
63.0,28.84,34.48,77.23,67.14,67.4,S
74.92,88.35,60.08,69.89,53.07,65.72,B
80.31,100.0,88.6,70.82,73.03,96.02,A
86.92,20.0,38.92,65.44,34.26,61.54,W
64.5,59.88,54.25,51.64,86.51,71.02,C
69.23,38.02,80.49,43.23,48.26,78.2,S
63.5,54.48,65.17,50.82,100.0,73.88,C
84.27,26.17,42.79,34.09,50.91,81.23,W
90.53,71.89,55.47,44.12,92.27,100.0,C
77.03,83.79,66.87,74.62,46.71,67.68,B
80.93,89.25,43.64,20.0,60.03,90.15,S
51.24,41.46,63.12,55.45,81.89,56.57,S
70.13,88.9,36.14,90.49,48.65,87.74,B
69.41,42.1,50.06,69.99,69.86,91.78,C
96.54,41.34,34.87,29.29,52.02,91.56,W
83.41,54.1,59.78,88.89,100.0,78.89,B
35.11,70.95,78.69,62.94,84.53,80.36,C
56.48,47.28,53.58,81.44,54.68,81.84,C
79.56,96.72,59.17,20.0,82.94,100.0,C
85.69,49.25,38.36,37.03,100.0,70.09,S
65.06,61.83,53.66,92.49,49.71,92.71,C
76.83,89.14,91.65,59.87,63.7,75.99,B
73.58,31.86,91.05,63.41,46.74,43.99,S
40.09,80.41,47.62,47.99,79.76,67.26,S
83.2,66.91,58.32,23.4,53.61,84.04,S
64.77,89.11,100.0,72.44,99.86,85.81,A
66.99,69.0,100.0,46.48,49.21,57.99,C
71.74,44.93,93.48,62.76,89.43,70.52,C
57.9,38.81,41.84,65.65,80.4,84.05,S
52.67,64.99,39.48,66.83,79.58,57.42,S
89.52,100.0,76.7,54.42,63.67,71.86,B
63.59,70.05,37.23,20.0,74.39,75.32,S
66.43,39.35,65.79,36.22,67.22,100.0,S
84.77,37.62,34.5,61.34,42.49,44.97,S
82.99,71.42,69.01,63.79,68.69,65.07,B
82.74,95.6,49.98,35.54,47.3,62.0,C
78.04,22.21,68.78,72.17,34.04,60.31,S
76.2,62.13,70.39,54.89,95.3,70.18,C
60.25,43.73,74.71,58.65,82.67,84.2,C
44.7,42.2,39.59,40.05,61.59,89.99,W
92.98,59.14,54.97,42.48,71.78,78.04,C
87.1,80.97,20.0,54.64,97.68,68.43,C
92.09,58.87,63.5,32.99,48.02,85.88,S
88.23,65.53,35.45,58.96,95.14,100.0,C
70.25,31.8,76.81,51.93,88.86,79.22,S
61.75,66.16,86.17,54.72,49.3,51.17,C
63.42,56.8,76.4,33.34,100.0,54.94,C
100.0,99.51,62.82,21.75,68.89,69.2,C
55.89,70.82,43.53,42.27,65.93,66.38,S
100.0,54.29,68.82,61.2,77.06,81.44,C
88.22,70.33,64.5,59.29,67.23,61.32,C
74.09,69.83,68.04,61.97,65.34,74.14,C
66.7,71.26,55.58,61.97,90.02,64.36,C
83.95,65.66,100.0,53.24,83.9,75.23,B
54.18,54.59,77.61,48.48,25.59,74.53,S
58.61,67.64,91.02,74.93,100.0,66.58,B
72.85,44.11,46.32,37.61,43.87,95.49,W
43.62,92.4,84.92,69.0,47.71,51.27,B
66.77,77.5,60.06,35.04,92.96,100.0,C
71.6,67.19,29.82,48.88,80.21,80.32,S
67.38,59.52,51.06,51.87,78.46,45.49,S
73.88,72.0,48.59,47.45,60.99,67.81,C
75.09,67.58,20.0,72.36,64.2,100.0,C
57.13,47.65,55.94,67.09,30.98,62.56,S
83.87,46.04,87.4,48.01,52.01,84.15,C
99.11,73.33,85.21,94.89,51.56,89.08,A
52.15,73.5,58.57,85.34,93.45,83.55,B
79.48,75.17,61.24,56.65,98.85,98.44,B
72.88,69.75,61.63,22.54,63.27,99.0,S
63.75,100.0,83.44,66.83,81.22,61.24,B
71.02,93.83,47.71,81.34,42.46,57.03,B
100.0,64.76,49.23,87.98,94.92,88.81,B
66.45,59.26,66.23,73.28,59.83,77.56,C
79.01,90.74,75.09,24.85,65.73,61.07,C
83.52,83.46,62.03,52.1,71.38,78.13,C
65.4,40.63,20.0,85.88,79.93,80.44,S
93.98,39.89,25.29,66.45,75.87,49.03,S
80.39,57.0,43.86,50.66,21.17,66.13,S
64.44,76.14,56.84,72.06,19.01,62.41,C
83.34,58.82,76.91,20.0,84.62,65.41,S
63.96,84.82,83.24,80.76,100.0,94.0,A
63.07,67.83,52.8,100.0,92.1,72.17,B
88.17,40.36,65.01,37.37,36.23,86.77,S
88.63,74.14,56.34,30.14,46.77,60.46,S
71.49,86.52,81.21,21.73,56.14,64.2,C
37.03,76.32,55.08,55.51,96.92,76.32,C
68.54,76.44,81.18,64.52,83.78,72.82,B
73.77,67.26,44.94,45.5,97.56,100.0,C
98.88,38.53,31.6,31.8,72.69,32.87,W
66.17,93.14,79.65,46.8,61.33,83.51,B
89.03,54.34,55.31,45.55,43.37,71.7,S
70.56,39.79,72.92,68.63,83.91,63.48,C
45.25,74.35,46.72,38.41,44.86,70.87,S
98.66,54.89,38.2,72.34,73.46,43.21,C
84.94,100.0,20.0,30.81,13.03,73.87,S
89.86,67.11,87.84,76.27,100.0,92.4,A
68.96,66.33,42.63,52.93,71.24,73.73,S
95.13,58.4,41.36,38.87,83.1,53.95,S
71.98,91.55,65.85,56.36,69.28,59.56,B
62.14,61.1,65.43,78.86,71.85,95.29,C
99.08,80.91,84.5,36.2,47.02,82.77,C
54.88,59.19,75.42,89.09,64.92,65.25,B
79.81,43.53,56.53,57.82,69.44,76.33,S
62.48,50.46,45.06,22.36,76.84,88.42,W
86.94,59.75,43.78,74.37,82.78,78.26,C
100.0,64.47,54.86,49.2,38.78,84.92,C
73.42,75.2,96.84,49.4,23.24,82.22,C
77.5,50.35,67.95,75.29,51.07,70.48,C
97.15,50.57,61.33,20.0,40.36,77.36,S
93.42,37.76,61.49,49.73,89.06,56.73,S
81.45,51.93,64.46,59.52,64.96,82.17,C
75.65,62.34,52.87,59.71,74.44,60.16,C
69.76,43.9,59.2,44.97,85.42,85.09,S
61.16,64.95,72.77,54.14,55.44,58.61,C
87.81,83.05,55.84,74.86,10.7,94.91,C
72.65,67.84,53.59,88.71,48.79,97.12,B
80.94,77.45,53.42,29.22,88.61,79.67,C
95.42,61.12,51.62,88.54,100.0,75.14,B
63.71,81.21,54.92,71.18,64.81,98.46,B
64.51,74.61,50.23,51.81,61.76,86.08,C
88.78,76.15,57.84,61.08,87.95,88.94,B
34.65,59.56,55.51,72.72,68.66,85.79,C
58.82,70.2,78.0,25.56,100.0,92.86,C
75.02,48.43,56.5,59.84,78.81,97.51,C
67.86,76.25,34.15,48.9,77.53,85.37,C
63.7,56.18,89.21,83.56,74.17,41.45,B
100.0,64.6,53.75,46.51,77.53,80.8,C
89.26,46.48,53.75,100.0,74.49,72.41,B
60.88,75.12,80.62,77.24,64.82,80.42,B
100.0,86.42,44.32,20.0,75.94,86.98,C
58.66,64.82,54.73,60.29,59.11,94.36,C
77.22,47.42,78.35,30.19,95.69,89.87,C
95.85,61.84,50.08,59.85,68.31,65.21,C
66.7,57.67,36.6,72.92,68.95,70.37,C
58.34,41.79,98.72,44.2,82.21,77.44,C
33.37,100.0,73.68,41.11,69.43,57.76,C
100.0,46.85,49.54,41.95,71.61,95.55,S
100.0,57.02,67.57,59.8,50.37,100.0,C
95.44,68.78,91.64,84.67,71.64,79.89,A
97.68,46.08,93.47,53.05,100.0,74.92,B
80.06,64.31,49.36,52.06,97.58,40.29,C
56.42,50.49,38.43,91.22,95.15,83.88,C
65.43,91.7,28.24,100.0,56.31,71.07,B
68.56,43.54,98.5,75.36,94.31,56.64,B
77.71,75.42,65.42,32.47,91.51,76.82,C
60.68,27.89,72.13,100.0,49.69,77.56,C
91.66,39.61,50.4,39.08,89.69,94.88,S
77.39,48.17,51.14,44.13,50.45,73.47,S
83.62,74.81,59.84,59.26,68.37,55.54,C
77.4,53.33,33.05,66.16,57.77,78.42,S
87.71,46.0,61.84,20.0,100.0,54.61,S
67.28,91.77,55.31,31.66,84.26,85.36,C
65.5,54.5,51.29,53.45,32.14,72.28,S
100.0,47.08,48.33,31.96,82.24,93.05,S
92.7,40.04,70.0,89.54,80.19,82.18,B
67.93,69.4,84.73,65.22,45.03,68.16,C
93.14,71.49,62.38,45.81,93.77,99.94,B
93.95,93.85,52.83,47.0,66.87,75.58,B
96.47,88.32,70.77,26.51,36.24,78.61,C
88.2,63.41,98.3,34.19,45.83,65.04,C
64.47,75.53,51.57,23.95,87.83,48.6,S
58.93,32.55,64.14,62.09,100.0,88.71,S
96.62,70.77,40.46,60.82,81.85,85.56,C
67.91,74.78,41.34,35.05,47.68,75.37,S
57.33,56.51,78.06,35.36,59.91,76.07,S
78.7,55.01,75.74,70.99,92.8,73.78,B
67.31,51.35,66.14,49.7,58.62,68.28,S
64.74,68.98,31.75,64.67,83.53,66.29,C
100.0,65.35,28.77,51.81,71.25,81.73,C
71.14,44.77,38.1,43.62,58.84,57.98,W
64.01,78.19,92.97,74.62,96.12,89.61,A
87.5,58.24,62.82,48.75,65.62,76.02,C
85.7,73.47,56.76,59.22,78.67,85.01,C
52.22,43.45,82.15,56.66,61.52,71.05,S
71.04,76.16,37.84,58.55,74.92,80.94,C
78.34,75.32,48.55,37.28,100.0,70.48,C
72.23,78.56,91.92,46.02,50.02,56.37,C
98.9,44.24,59.45,36.5,41.03,70.61,S
60.93,51.17,100.0,67.35,88.63,87.37,B
73.49,56.21,64.98,61.71,58.62,76.95,C
64.41,61.57,53.29,30.08,22.98,60.91,W
100.0,58.81,75.52,20.0,49.83,54.68,S
71.97,100.0,69.2,95.3,64.91,95.47,A
100.0,62.81,49.21,29.01,63.82,76.23,S
100.0,39.1,61.19,20.0,61.46,79.67,S
82.69,76.78,67.95,70.77,70.91,59.28,B
47.23,54.07,57.31,85.59,67.99,72.05,C
80.78,59.6,76.21,100.0,100.0,76.46,A
80.05,96.58,57.0,72.94,47.3,70.34,B
92.34,50.64,57.44,23.37,100.0,93.95,S
77.82,75.15,67.92,88.45,59.62,85.98,B
91.16,89.31,20.0,44.82,49.62,77.24,C
44.76,24.09,100.0,71.59,72.42,80.46,C
77.2,84.95,47.35,62.11,74.55,59.3,C
94.15,56.09,80.35,60.53,100.0,59.38,B
58.73,46.89,62.67,91.91,100.0,40.35,C
